,GOT_HIT,NOT_HIT,1_AGO,2_AGO,3_AGO,4_AGO,5_AGO,6_AGO,7_AGO,P_ID,G_ID,BAT_ORDER,G_DATE,TEAM,hist_AB,hist_H,starting_P_ID,GS1AGO,GS2AGO,GS3AGO
380722,0,1,0,0,0,1,1,1,1,452655,2017_05_31_wasmlb_sfnmlb_1,100,2017-05-31,Giants,9,3,453286,86.0,41.0,57.0
380723,1,0,1,1,0,1,1,1,1,456488,2017_05_31_wasmlb_sfnmlb_1,200,2017-05-31,Giants,3,0,453286,86.0,41.0,57.0
380724,1,0,0,1,0,1,0,1,1,474832,2017_05_31_wasmlb_sfnmlb_1,300,2017-05-31,Giants,5,1,453286,86.0,41.0,57.0
380725,1,0,1,1,0,0,0,0,1,457763,2017_05_31_wasmlb_sfnmlb_1,400,2017-05-31,Giants,2,0,453286,86.0,41.0,57.0
380726,0,1,1,1,1,0,1,1,1,543063,2017_05_31_wasmlb_sfnmlb_1,500,2017-05-31,Giants,5,1,453286,86.0,41.0,57.0
380727,0,1,1,1,0,0,1,1,1,593525,2017_05_31_wasmlb_sfnmlb_1,600,2017-05-31,Giants,0,0,453286,86.0,41.0,57.0
380728,1,0,1,0,1,0,0,0,0,605412,2017_05_31_wasmlb_sfnmlb_1,700,2017-05-31,Giants,3,0,453286,86.0,41.0,57.0
380729,0,1,1,1,1,1,0,0,1,491676,2017_05_31_wasmlb_sfnmlb_1,800,2017-05-31,Giants,0,0,453286,86.0,41.0,57.0
380730,0,1,0,0,1,0,0,0,0,430912,2017_05_31_wasmlb_sfnmlb_1,900,2017-05-31,Giants,1,0,453286,86.0,41.0,57.0
380731,0,1,1,0,0,0,0,0,1,431094,2017_05_31_wasmlb_sfnmlb_1,901,2017-05-31,Giants,8,2,453286,86.0,41.0,57.0
380732,0,1,1,1,1,1,1,1,1,502004,2017_05_31_wasmlb_sfnmlb_1,902,2017-05-31,Giants,0,0,453286,86.0,41.0,57.0
380733,0,1,1,1,1,1,1,1,1,519326,2017_05_31_wasmlb_sfnmlb_1,903,2017-05-31,Giants,0,0,453286,86.0,41.0,57.0
380734,1,0,0,0,0,1,0,1,0,605509,2017_05_31_wasmlb_sfnmlb_1,904,2017-05-31,Giants,0,0,453286,86.0,41.0,57.0
380735,0,1,1,1,1,1,1,1,1,453343,2017_05_31_wasmlb_sfnmlb_1,905,2017-05-31,Giants,0,0,453286,86.0,41.0,57.0
380736,1,0,1,0,1,1,1,0,1,607208,2017_05_31_wasmlb_sfnmlb_1,100,2017-05-31,Nationals,6,1,430912,63.0,22.0,66.0
380737,0,1,1,0,0,1,0,1,0,150029,2017_05_31_wasmlb_sfnmlb_1,200,2017-05-31,Nationals,6,1,430912,63.0,22.0,66.0
380738,1,0,1,1,0,0,1,1,1,502517,2017_05_31_wasmlb_sfnmlb_1,300,2017-05-31,Nationals,16,2,430912,63.0,22.0,66.0
380739,1,0,1,1,1,1,0,1,1,475582,2017_05_31_wasmlb_sfnmlb_1,400,2017-05-31,Nationals,14,2,430912,63.0,22.0,66.0
380740,1,0,1,1,0,1,1,1,1,543685,2017_05_31_wasmlb_sfnmlb_1,500,2017-05-31,Nationals,7,0,430912,63.0,22.0,66.0
380741,1,0,1,1,0,0,1,0,1,446308,2017_05_31_wasmlb_sfnmlb_1,600,2017-05-31,Nationals,5,1,430912,63.0,22.0,66.0
380742,0,1,1,1,0,0,1,1,1,571718,2017_05_31_wasmlb_sfnmlb_1,700,2017-05-31,Nationals,0,0,430912,63.0,22.0,66.0
380743,1,0,1,0,0,1,1,0,1,572191,2017_05_31_wasmlb_sfnmlb_1,800,2017-05-31,Nationals,3,0,430912,63.0,22.0,66.0
380744,1,0,0,0,0,1,1,0,0,453286,2017_05_31_wasmlb_sfnmlb_1,900,2017-05-31,Nationals,1,0,430912,63.0,22.0,66.0
380745,1,0,1,0,1,1,1,1,0,451594,2017_05_31_lanmlb_slnmlb_1,100,2017-05-31,Cardinals,5,1,547943,60.0,41.0,10.0
380746,0,1,1,1,0,1,1,0,1,572761,2017_05_31_lanmlb_slnmlb_1,200,2017-05-31,Cardinals,8,2,547943,60.0,41.0,10.0
380747,0,1,1,0,1,1,1,1,1,425877,2017_05_31_lanmlb_slnmlb_1,300,2017-05-31,Cardinals,4,1,547943,60.0,41.0,10.0
380748,0,1,0,1,0,0,1,1,0,576397,2017_05_31_lanmlb_slnmlb_1,400,2017-05-31,Cardinals,10,0,547943,60.0,41.0,10.0
380749,1,0,0,1,1,1,1,1,0,502054,2017_05_31_lanmlb_slnmlb_1,500,2017-05-31,Cardinals,1,1,547943,60.0,41.0,10.0
380750,1,0,0,0,1,1,1,0,1,572039,2017_05_31_lanmlb_slnmlb_1,600,2017-05-31,Cardinals,2,0,547943,60.0,41.0,10.0
380751,1,0,0,1,1,0,0,1,1,657557,2017_05_31_lanmlb_slnmlb_1,700,2017-05-31,Cardinals,0,0,547943,60.0,41.0,10.0
380752,0,1,0,1,1,1,1,1,1,649557,2017_05_31_lanmlb_slnmlb_1,800,2017-05-31,Cardinals,2,0,547943,60.0,41.0,10.0
380753,0,1,0,0,1,1,0,0,0,593372,2017_05_31_lanmlb_slnmlb_1,900,2017-05-31,Cardinals,3,2,547943,60.0,41.0,10.0
380754,0,1,1,0,0,1,0,0,1,500874,2017_05_31_lanmlb_slnmlb_1,901,2017-05-31,Cardinals,0,0,547943,60.0,41.0,10.0
380755,0,1,1,1,1,1,1,1,1,493200,2017_05_31_lanmlb_slnmlb_1,902,2017-05-31,Cardinals,0,0,547943,60.0,41.0,10.0
380756,0,1,1,1,0,0,0,0,1,523253,2017_05_31_lanmlb_slnmlb_1,100,2017-05-31,Dodgers,0,0,593372,62.0,93.0,54.0
380757,1,0,1,1,0,1,0,1,0,608369,2017_05_31_lanmlb_slnmlb_1,200,2017-05-31,Dodgers,3,2,593372,62.0,93.0,54.0
380758,1,0,1,1,1,1,1,0,1,518735,2017_05_31_lanmlb_slnmlb_1,300,2017-05-31,Dodgers,9,1,593372,62.0,93.0,54.0
380759,1,0,1,1,1,1,1,1,1,408236,2017_05_31_lanmlb_slnmlb_1,400,2017-05-31,Dodgers,17,3,593372,62.0,93.0,54.0
380760,0,1,0,0,0,0,1,0,1,518649,2017_05_31_lanmlb_slnmlb_1,401,2017-05-31,Dodgers,0,0,593372,62.0,93.0,54.0
380761,0,1,1,1,1,1,1,1,0,400284,2017_05_31_lanmlb_slnmlb_1,500,2017-05-31,Dodgers,8,0,593372,62.0,93.0,54.0
380762,0,1,0,1,1,0,0,1,1,641355,2017_05_31_lanmlb_slnmlb_1,600,2017-05-31,Dodgers,0,0,593372,62.0,93.0,54.0
380763,1,0,1,0,1,1,0,1,1,621035,2017_05_31_lanmlb_slnmlb_1,700,2017-05-31,Dodgers,0,0,593372,62.0,93.0,54.0
380764,1,0,1,0,1,1,0,1,0,571771,2017_05_31_lanmlb_slnmlb_1,800,2017-05-31,Dodgers,3,1,593372,62.0,93.0,54.0
380765,0,1,0,1,0,1,0,1,0,547943,2017_05_31_lanmlb_slnmlb_1,900,2017-05-31,Dodgers,4,0,593372,62.0,93.0,54.0
380766,0,1,1,1,0,0,1,0,0,605131,2017_05_31_lanmlb_slnmlb_1,901,2017-05-31,Dodgers,0,0,593372,62.0,93.0,54.0
380767,0,1,0,1,1,0,1,1,0,548389,2017_05_31_lanmlb_slnmlb_1,902,2017-05-31,Dodgers,0,0,593372,62.0,93.0,54.0
380768,1,0,1,1,1,1,1,1,1,543829,2017_05_31_phimlb_miamlb_1,100,2017-05-31,Marlins,3,1,605400,38.0,72.0,32.0
380769,0,1,0,1,1,1,0,1,1,518568,2017_05_31_phimlb_miamlb_1,101,2017-05-31,Marlins,0,0,605400,38.0,72.0,32.0
380770,1,0,1,1,1,1,1,0,1,595375,2017_05_31_phimlb_miamlb_1,200,2017-05-31,Marlins,0,0,605400,38.0,72.0,32.0
380771,1,0,1,0,1,1,1,1,0,592885,2017_05_31_phimlb_miamlb_1,300,2017-05-31,Marlins,5,1,605400,38.0,72.0,32.0
380772,1,0,1,0,1,1,0,1,1,542303,2017_05_31_phimlb_miamlb_1,400,2017-05-31,Marlins,8,1,605400,38.0,72.0,32.0
380773,1,0,1,1,1,0,1,1,1,571506,2017_05_31_phimlb_miamlb_1,500,2017-05-31,Marlins,7,1,605400,38.0,72.0,32.0
380774,1,0,0,1,1,0,0,0,1,518618,2017_05_31_phimlb_miamlb_1,600,2017-05-31,Marlins,8,1,605400,38.0,72.0,32.0
380775,1,0,1,0,0,0,1,1,0,454560,2017_05_31_phimlb_miamlb_1,700,2017-05-31,Marlins,0,0,605400,38.0,72.0,32.0
380776,1,0,0,1,1,0,0,0,1,400085,2017_05_31_phimlb_miamlb_1,800,2017-05-31,Marlins,4,0,605400,38.0,72.0,32.0
380777,0,1,1,0,0,0,1,0,0,573185,2017_05_31_phimlb_miamlb_1,900,2017-05-31,Marlins,0,0,605400,38.0,72.0,32.0
380778,0,1,1,1,1,1,1,1,1,446899,2017_05_31_phimlb_miamlb_1,901,2017-05-31,Marlins,0,0,605400,38.0,72.0,32.0
380779,0,1,1,1,1,1,1,1,0,623395,2017_05_31_phimlb_miamlb_1,902,2017-05-31,Marlins,0,0,605400,38.0,72.0,32.0
380780,1,0,0,1,0,1,1,1,1,514917,2017_05_31_phimlb_miamlb_1,100,2017-05-31,Phillies,3,0,573185,47.0,53.0,69.0
380781,1,0,1,1,1,1,1,0,0,571437,2017_05_31_phimlb_miamlb_1,200,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380782,1,0,1,1,1,1,0,1,1,435062,2017_05_31_phimlb_miamlb_1,300,2017-05-31,Phillies,17,5,573185,47.0,53.0,69.0
380783,1,0,0,0,1,1,0,1,0,571830,2017_05_31_phimlb_miamlb_1,400,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380784,1,0,1,1,1,0,1,1,1,595284,2017_05_31_phimlb_miamlb_1,500,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380785,1,0,0,1,0,0,1,0,1,596748,2017_05_31_phimlb_miamlb_1,600,2017-05-31,Phillies,3,1,573185,47.0,53.0,69.0
380786,1,0,1,0,0,1,0,0,1,546318,2017_05_31_phimlb_miamlb_1,700,2017-05-31,Phillies,3,1,573185,47.0,53.0,69.0
380787,1,0,0,0,1,1,0,1,0,520471,2017_05_31_phimlb_miamlb_1,800,2017-05-31,Phillies,3,1,573185,47.0,53.0,69.0
380788,0,1,0,0,0,0,1,1,0,605400,2017_05_31_phimlb_miamlb_1,900,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380789,0,1,1,1,1,1,1,1,1,620982,2017_05_31_phimlb_miamlb_1,901,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380790,0,1,1,1,1,1,1,1,1,491646,2017_05_31_phimlb_miamlb_1,902,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380791,1,0,0,0,1,1,0,1,1,459431,2017_05_31_phimlb_miamlb_1,903,2017-05-31,Phillies,8,1,573185,47.0,53.0,69.0
380792,0,1,1,1,1,1,1,1,1,450212,2017_05_31_phimlb_miamlb_1,904,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380793,0,1,1,1,1,1,1,1,1,276542,2017_05_31_phimlb_miamlb_1,905,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380794,0,1,0,1,0,0,0,1,0,595426,2017_05_31_phimlb_miamlb_1,906,2017-05-31,Phillies,0,0,573185,47.0,53.0,69.0
380795,1,0,0,1,1,1,1,1,1,581527,2017_05_31_cinmlb_tormlb_1,100,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380796,1,0,0,1,1,0,0,0,1,485567,2017_05_31_cinmlb_tormlb_1,200,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380797,1,0,1,1,1,1,0,1,1,430832,2017_05_31_cinmlb_tormlb_1,300,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380798,0,1,1,1,0,1,1,1,1,434778,2017_05_31_cinmlb_tormlb_1,400,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380799,0,1,0,1,1,1,1,1,1,475253,2017_05_31_cinmlb_tormlb_1,500,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380800,1,0,1,1,1,1,1,0,1,431145,2017_05_31_cinmlb_tormlb_1,600,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380801,0,1,1,1,1,0,0,1,1,458085,2017_05_31_cinmlb_tormlb_1,700,2017-05-31,Blue Jays,2,0,534947,86.0,32.0,24.0
380802,0,1,0,0,1,0,0,1,1,607680,2017_05_31_cinmlb_tormlb_1,701,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380803,1,0,1,0,1,1,1,1,0,572365,2017_05_31_cinmlb_tormlb_1,800,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380804,1,0,0,0,0,0,0,1,1,571912,2017_05_31_cinmlb_tormlb_1,900,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380805,0,1,1,1,1,1,1,0,0,502211,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380806,0,1,1,1,1,1,1,1,1,571901,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380807,0,1,1,1,1,1,1,1,1,276351,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380808,0,1,1,1,1,1,1,1,1,501925,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380809,0,1,1,1,1,1,1,1,1,532077,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Blue Jays,0,0,534947,86.0,32.0,24.0
380810,0,1,1,1,1,1,0,0,1,571740,2017_05_31_cinmlb_tormlb_1,100,2017-05-31,Reds,2,0,502211,41.0,31.0,33.0
380811,1,0,1,0,1,1,1,1,1,446359,2017_05_31_cinmlb_tormlb_1,200,2017-05-31,Reds,3,0,502211,41.0,31.0,33.0
380812,1,0,1,0,1,0,0,1,1,458015,2017_05_31_cinmlb_tormlb_1,300,2017-05-31,Reds,3,1,502211,41.0,31.0,33.0
380813,0,1,1,1,1,0,1,1,1,594807,2017_05_31_cinmlb_tormlb_1,400,2017-05-31,Reds,2,1,502211,41.0,31.0,33.0
380814,1,0,0,1,0,1,1,0,1,553993,2017_05_31_cinmlb_tormlb_1,500,2017-05-31,Reds,2,0,502211,41.0,31.0,33.0
380815,1,0,1,1,1,0,1,0,0,594988,2017_05_31_cinmlb_tormlb_1,600,2017-05-31,Reds,0,0,502211,41.0,31.0,33.0
380816,0,1,0,0,1,1,1,0,1,571697,2017_05_31_cinmlb_tormlb_1,700,2017-05-31,Reds,10,4,502211,41.0,31.0,33.0
380817,1,0,1,0,1,1,1,0,1,571466,2017_05_31_cinmlb_tormlb_1,800,2017-05-31,Reds,2,0,502211,41.0,31.0,33.0
380818,0,1,0,0,1,1,0,0,0,623182,2017_05_31_cinmlb_tormlb_1,801,2017-05-31,Reds,0,0,502211,41.0,31.0,33.0
380819,1,0,1,0,1,1,1,1,1,606299,2017_05_31_cinmlb_tormlb_1,900,2017-05-31,Reds,0,0,502211,41.0,31.0,33.0
380820,0,1,0,0,1,0,0,1,0,534947,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Reds,0,0,502211,41.0,31.0,33.0
380821,0,1,1,1,1,1,1,1,1,593974,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Reds,0,0,502211,41.0,31.0,33.0
380822,0,1,1,1,1,1,1,1,1,519322,2017_05_31_cinmlb_tormlb_1,0,2017-05-31,Reds,0,0,502211,41.0,31.0,33.0
380823,1,0,1,1,0,1,1,1,1,425783,2017_05_31_tbamlb_texmlb_1,100,2017-05-31,Rangers,10,2,502042,79.0,59.0,27.0
380824,0,1,0,0,1,0,1,1,0,607387,2017_05_31_tbamlb_texmlb_1,101,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380825,1,0,1,1,1,1,1,1,0,462101,2017_05_31_tbamlb_texmlb_1,200,2017-05-31,Rangers,14,5,502042,79.0,59.0,27.0
380826,1,0,1,1,1,0,1,1,0,608577,2017_05_31_tbamlb_texmlb_1,300,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380827,1,0,1,1,1,0,1,1,1,134181,2017_05_31_tbamlb_texmlb_1,400,2017-05-31,Rangers,14,1,502042,79.0,59.0,27.0
380828,0,1,0,1,0,1,0,1,1,592261,2017_05_31_tbamlb_texmlb_1,401,2017-05-31,Rangers,6,1,502042,79.0,59.0,27.0
380829,1,0,0,1,1,1,1,1,1,596059,2017_05_31_tbamlb_texmlb_1,500,2017-05-31,Rangers,7,1,502042,79.0,59.0,27.0
380830,0,1,1,0,1,1,0,0,1,518960,2017_05_31_tbamlb_texmlb_1,600,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380831,0,1,1,1,1,1,1,0,1,608336,2017_05_31_tbamlb_texmlb_1,700,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380832,1,0,0,0,1,0,1,1,1,435063,2017_05_31_tbamlb_texmlb_1,800,2017-05-31,Rangers,21,1,502042,79.0,59.0,27.0
380833,0,1,1,0,1,0,1,1,1,518902,2017_05_31_tbamlb_texmlb_1,801,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380834,0,1,1,0,1,0,0,1,1,592419,2017_05_31_tbamlb_texmlb_1,900,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380835,0,1,1,1,1,1,1,1,1,502212,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380836,0,1,1,1,1,1,1,1,1,502026,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380837,0,1,1,1,1,1,1,1,1,592222,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380838,0,1,1,1,1,1,1,1,1,456713,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380839,0,1,1,1,1,1,1,1,1,473879,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rangers,0,0,502042,79.0,59.0,27.0
380840,1,0,1,1,1,1,1,1,0,572816,2017_05_31_tbamlb_texmlb_1,100,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380841,1,0,1,0,1,1,1,1,1,595281,2017_05_31_tbamlb_texmlb_1,200,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380842,1,0,0,1,1,0,0,1,1,446334,2017_05_31_tbamlb_texmlb_1,300,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380843,1,0,0,0,1,1,1,0,1,489149,2017_05_31_tbamlb_texmlb_1,400,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380844,1,0,1,1,1,0,1,1,1,519306,2017_05_31_tbamlb_texmlb_1,500,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380845,1,0,0,1,1,1,1,1,1,458675,2017_05_31_tbamlb_texmlb_1,600,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380846,0,1,1,0,1,1,0,1,0,430001,2017_05_31_tbamlb_texmlb_1,601,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380847,0,1,1,1,0,0,1,0,1,605480,2017_05_31_tbamlb_texmlb_1,602,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380848,0,1,1,1,1,1,1,0,1,542921,2017_05_31_tbamlb_texmlb_1,700,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380849,1,0,0,1,0,0,0,0,1,519083,2017_05_31_tbamlb_texmlb_1,800,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380850,1,0,1,1,0,1,1,0,1,621002,2017_05_31_tbamlb_texmlb_1,900,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380851,0,1,1,1,1,1,1,1,1,502042,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380852,0,1,1,1,1,1,1,1,1,643493,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380853,0,1,1,1,1,1,1,1,1,517008,2017_05_31_tbamlb_texmlb_1,0,2017-05-31,Rays,0,0,502212,38.0,44.0,64.0
380854,1,0,1,1,1,0,1,1,1,624424,2017_05_31_milmlb_nynmlb_1,100,2017-05-31,Mets,0,0,448855,58.0,48.0,30.0
380855,1,0,1,1,1,0,1,0,0,452678,2017_05_31_milmlb_nynmlb_1,200,2017-05-31,Mets,3,0,448855,58.0,48.0,30.0
380856,0,1,1,0,1,1,1,1,1,457803,2017_05_31_milmlb_nynmlb_1,300,2017-05-31,Mets,3,0,448855,58.0,48.0,30.0
380857,0,1,1,1,1,1,1,1,1,519166,2017_05_31_milmlb_nynmlb_1,301,2017-05-31,Mets,0,0,448855,58.0,48.0,30.0
380858,0,1,1,1,1,1,1,1,1,435522,2017_05_31_milmlb_nynmlb_1,400,2017-05-31,Mets,0,0,448855,58.0,48.0,30.0
